zone_lat,zone_lon,business_count,transport_count,population,pop_score,biz_score,trans_score,zone_score,zone_type
12.25,76.24,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
12.25,76.25,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
12.25,76.27,2.0,0.0,600.0,0.006993006993006993,0.0078125,0.0,0.0051409527972027975,Opportunity Zone
12.25,76.33,2.0,0.0,600.0,0.006993006993006993,0.0078125,0.0,0.0051409527972027975,Opportunity Zone
12.25,76.36,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
12.25,76.62,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
12.26,75.64,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
12.26,76.14,3.0,1.0,1400.0,0.016317016317016316,0.01171875,0.03333333333333333,0.02004243152680653,Opportunity Zone
12.26,76.16,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
12.26,76.2,2.0,0.0,600.0,0.006993006993006993,0.0078125,0.0,0.0051409527972027975,Opportunity Zone
12.26,76.23,0.0,1.0,500.0,0.005827505827505828,0.0,0.03333333333333333,0.012331002331002332,Opportunity Zone
12.26,76.24,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
12.26,76.25,2.0,1.0,1100.0,0.01282051282051282,0.0078125,0.03333333333333333,0.017471955128205128,Opportunity Zone
12.26,76.27,3.0,0.0,900.0,0.01048951048951049,0.01171875,0.0,0.0077114291958041955,Opportunity Zone
12.26,76.32,1.0,0.0,300.0,0.0034965034965034965,0.00390625,0.0,0.0025704763986013988,Opportunity Zone
